,Acceleration,Age,Agility,Awareness,BC Vision,Block Shedding,Break Sack,Break Tackle,Carrying,Catch In Traffic,Catching,Change of Dir,College,Deep RR,Finesse Moves,Handedness,Height,Hit Power,Impact Blocking,Injury,Jersey #,Juke Move,Jumping,Kick Accuracy,Kick Power,Kick Return,Lead Blocking,Man Coverage,Medium RR,Overall,Pass Block,Pass Block Finesse,Pass Block Power,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Run Block,Run Block Finesse,Run Block Power,Short RR,Signing Bonus,Spec Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Acc Deep,Throw Acc Mid,Throw Acc Short,Throw On The Run,Throw Power,Throw Under Pressure,Total Salary,Toughness,Trucking,Weight,Years Pro,Zone Coverage,birthDate,collegeName,displayName,height,nflId,nopunctuationname_x,nopunctuationname_y,position,updatedName,updatedName2_x,updatedName2_y,weight
316,91,28,85,85,69,50,15,55,58,48,68,65,Alabama,10,48,Right,74,73,54,85,27,70,87,12,14,35,12,78,11,80,35,35,35,6,85,CB,61,87,67,20,35,35,35,21," $ 7,000,000.00 ",62,87,72,95,47,64,57,Bengals,6,6,6,6,14,12," $ 40,000,000.00 ",76,50,185,6,76,1989-10-26,Alabama,Dre Kirkpatrick,74,2533060,Dre Kirkpatrick,Dre Kirkpatrick,CB,Dre Kirkpatrick,Dre Kirkpatrick,Dre Kirkpatrick,190
317,87,25,86,81,39,72,12,10,65,40,63,25,Louisville,5,49,Right,73,87,80,97,52,45,84,20,18,10,20,60,5,75,45,45,45,6,81,MLB,60,50,80,15,45,45,45,15," $ 1,900,000.00 ",45,78,35,93,52,81,83,Bengals,6,6,6,6,25,10," $ 2,100,000.00 ",85,55,251,4,70,1992-10-27,Louisville,Preston Brown,73,2543814,Preston Brown,Preston Brown,MLB,Preston Brown,Preston Brown,Preston Brown,255
318,87,25,86,81,39,72,12,10,65,40,63,25,Louisville,5,49,Right,73,87,80,97,52,45,84,20,18,10,20,60,5,75,45,45,45,6,81,MLB,60,50,80,15,45,45,45,15," $ 1,900,000.00 ",45,78,35,93,52,81,83,Bengals,6,6,6,6,25,10," $ 2,100,000.00 ",85,55,251,4,70,1992-10-27,Houston,William Jackson,72,2556367,William Jackson,Preston Brown,CB,William Jackson,William Jackson,Preston Brown,196
319,89,25,81,66,54,41,17,47,57,36,62,62,Illinois,11,40,Right,72,81,60,92,42,62,90,10,12,50,15,62,15,67,35,35,35,5,66,SS,36,71,63,20,35,35,35,25," $ 60,000.00 ",38,87,60,90,51,73,69,Bengals,5,5,5,5,12,14," $ 2,400,000.00 ",90,47,205,2,65,1993-06-02,Illinois,Clayton Fejedelem,72,2555355,Clayton Fejedelem,Clayton Fejedelem,FS,Clayton Fejedelem,Clayton Fejedelem,Clayton Fejedelem,205
320,74,25,62,86,15,86,12,10,40,10,25,10,Washington,2,51,Right,74,81,89,90,71,10,79,25,35,10,39,15,3,85,45,45,45,6,86,DT,75,10,83,12,56,50,55,10," $ 6,000,000.00 ",12,51,10,74,49,95,87,Patriots,6,6,6,6,27,16," $ 10,000,000.00 ",85,50,335,3,20,1993-08-20,Utah State,Nick Vigil,74,2555528,Nick Vigil,Danny Shelton,OLB,Nick Vigil,Nick Vigil,Danny Shelton,235
321,86,25,78,72,36,71,12,16,40,26,56,31,Utah State,5,56,Right,74,79,77,90,59,33,83,26,23,12,17,50,5,71,45,45,45,5,72,LOLB,50,57,79,20,45,45,45,15," $ 180,000.00 ",29,83,24,86,41,71,82,Bengals,5,5,5,5,23,14," $ 3,240,000.00 ",91,29,239,2,62,1993-08-20,Utah State,Nick Vigil,74,2555528,Nick Vigil,Nick Vigil,OLB,Nick Vigil,Nick Vigil,Nick Vigil,235
322,78,25,61,53,45,45,10,17,60,45,55,30,Portland St.,30,10,Right,76,49,70,92,57,42,79,15,15,6,43,15,35,40,58,40,50,6,52,TE,10,25,50,60,47,35,40,40, $ -   ,35,67,40,84,50,69,46,Steelers,6,10,15,10,11,10," $ 1,170,000.00 ",80,55,245,2,29,1993-08-20,Utah State,Nick Vigil,74,2555528,Nick Vigil,Kameron Canaday,OLB,Nick Vigil,Nick Vigil,Kameron Canaday,235
323,76,23,65,56,39,39,12,35,46,39,51,22,Humboldt State,16,39,Right,79,35,81,91,65,32,67,18,21,11,82,12,24,68,73,74,71,6,34,LG,43,10,28,40,76,78,75,34," $ 790,000.00 ",37,61,30,90,40,82,43,Buccaneers,6,6,6,6,16,16," $ 3,383,333.00 ",92,40,305,0,12,1995-01-27,Oklahoma,Jordan Evans,75,2558801,Jordan Evans,Alex Cappa,OLB,Jordan Evans,Jordan Evans,Alex Cappa,242
324,90,23,84,65,66,67,12,38,56,59,61,53,Oklahoma,5,52,Right,74,74,76,91,50,65,91,20,16,10,16,50,8,67,45,45,45,6,65,LOLB,62,44,77,13,45,45,45,17," $ 150,000.00 ",54,88,46,87,42,75,78,Bengals,6,6,6,6,22,15," $ 2,556,506.00 ",83,34,233,1,55,1995-01-27,Oklahoma,Jordan Evans,75,2558801,Jordan Evans,Jordan Evans,OLB,Jordan Evans,Jordan Evans,Jordan Evans,242
325,84,23,81,55,57,21,46,40,63,16,21,45,Toledo,12,10,Right,74,26,24,89,5,59,77,13,18,10,19,12,14,62,12,12,12,74,16,QB,10,10,30,15,18,15,17,15," $ 60,000.00 ",14,78,47,95,36,58,30,Bengals,71,76,80,78,86,80," $ 2,484,999.00 ",86,27,213,0,17,1995-01-27,Oklahoma,Jordan Evans,75,2558801,Jordan Evans,Logan Woodside,OLB,Jordan Evans,Jordan Evans,Logan Woodside,242
326,87,23,79,51,36,67,12,27,48,31,49,34,North Dakota St.,5,53,Right,75,85,67,82,46,45,79,10,12,10,19,54,5,58,45,45,45,6,51,MLB,59,40,75,14,45,45,45,15, $ -   ,30,77,41,87,44,65,79,Titans,6,6,6,6,14,13," $ 1,710,000.00 ",94,44,248,0,59,1995-01-27,Oklahoma,Jordan Evans,75,2558801,Jordan Evans,Nick DeLuca,OLB,Jordan Evans,Jordan Evans,Nick DeLuca,242
327,76,23,65,56,39,39,12,35,46,39,51,22,Humboldt State,16,39,Right,79,35,81,91,65,32,67,18,21,11,82,12,24,68,73,74,71,6,34,LG,43,10,28,40,76,78,75,34," $ 790,000.00 ",37,61,30,90,40,82,43,Buccaneers,6,6,6,6,16,16," $ 3,383,333.00 ",92,40,305,0,12,1995-01-27,North Dakota State,Nick DeLuca,6-3,2561042,Nick DeLuca,Alex Cappa,LB,Nick DeLuca,Nick DeLuca,Alex Cappa,251
328,90,23,84,65,66,67,12,38,56,59,61,53,Oklahoma,5,52,Right,74,74,76,91,50,65,91,20,16,10,16,50,8,67,45,45,45,6,65,LOLB,62,44,77,13,45,45,45,17," $ 150,000.00 ",54,88,46,87,42,75,78,Bengals,6,6,6,6,22,15," $ 2,556,506.00 ",83,34,233,1,55,1995-01-27,North Dakota State,Nick DeLuca,6-3,2561042,Nick DeLuca,Jordan Evans,LB,Nick DeLuca,Nick DeLuca,Jordan Evans,251
329,84,23,81,55,57,21,46,40,63,16,21,45,Toledo,12,10,Right,74,26,24,89,5,59,77,13,18,10,19,12,14,62,12,12,12,74,16,QB,10,10,30,15,18,15,17,15," $ 60,000.00 ",14,78,47,95,36,58,30,Bengals,71,76,80,78,86,80," $ 2,484,999.00 ",86,27,213,0,17,1995-01-27,North Dakota State,Nick DeLuca,6-3,2561042,Nick DeLuca,Logan Woodside,LB,Nick DeLuca,Nick DeLuca,Logan Woodside,251
330,87,23,79,51,36,67,12,27,48,31,49,34,North Dakota St.,5,53,Right,75,85,67,82,46,45,79,10,12,10,19,54,5,58,45,45,45,6,51,MLB,59,40,75,14,45,45,45,15, $ -   ,30,77,41,87,44,65,79,Titans,6,6,6,6,14,13," $ 1,710,000.00 ",94,44,248,0,59,1995-01-27,North Dakota State,Nick DeLuca,6-3,2561042,Nick DeLuca,Nick DeLuca,LB,Nick DeLuca,Nick DeLuca,Nick DeLuca,251
331,90,21,88,62,73,43,10,48,69,63,74,67,Wake Forest,10,37,Right,74,69,57,90,30,78,85,12,18,78,20,81,15,74,35,35,35,10,62,FS,25,60,85,13,35,35,35,20," $ 1,670,000.00 ",67,89,69,91,36,57,73,Bengals,10,10,10,10,25,23," $ 4,947,873.00 ",79,41,200,0,75,1997-02-26,Wake Forest,Jessie Bates,73,2560970,Jessie Bates III,Jessie Bates III,S,Jessie Bates III,Jessie Bates III,Jessie Bates III,200
332,92,28,96,88,95,35,24,88,68,85,92,95,FIU,90,10,Right,69,15,43,89,13,94,86,14,15,85,23,12,89,89,33,10,14,6,22,WR,10,15,37,83,55,30,37,90," $ 10,000,000.00 ",87,93,86,93,53,41,20,Colts,6,10,15,10,22,23," $ 63,000,000.00 ",84,31,180,6,22,1989-11-14,Florida International,T.Y. Hilton,70,2532865,TY Hilton,TY Hilton,WR,T.Y. Hilton,T.Y. Hilton,T.Y. Hilton,183
333,86,28,84,90,87,19,80,68,58,39,72,69,Stanford,35,10,Right,76,12,15,81,12,76,86,28,25,10,10,15,45,87,22,16,15,88,25,QB,10,10,24,26,21,17,16,55," $ 3,200,000.00 ",50,83,66,97,29,74,21,Colts,85,86,92,87,92,90," $ 130,000,000.00 ",97,55,240,6,21,1989-12-09,Stanford,Andrew Luck,6-4,2533031,Andrew Luck,Andrew Luck,QB,Andrew Luck,Andrew Luck,Andrew Luck,240
334,90,27,92,83,84,44,22,74,76,79,85,72,Tulane,83,10,Right,72,12,46,87,11,78,86,22,20,39,26,15,84,78,40,19,20,6,26,WR,10,10,35,72,52,29,34,84," $ 1,000,000.00 ",82,88,73,91,56,51,32,Colts,6,10,15,10,35,23," $ 4,000,000.00 ",69,38,204,4,26,1990-12-19,Tulane,Ryan Grant,72,2543759,Ryan Grant,Ryan Grant,WR,Ryan Grant,Ryan Grant,Ryan Grant,194
335,83,27,64,64,15,73,12,10,40,10,24,11,Utah,2,50,Right,73,78,84,88,91,17,78,25,29,10,14,20,3,72,45,45,45,6,64,DT,74,10,79,12,45,45,45,10, $ -   ,12,70,10,73,25,89,82,Bills,6,6,6,6,10,10," $ 705,000.00 ",77,29,298,4,29,1990-12-19,Tulane,Ryan Grant,72,2543759,Ryan Grant,Tenny Palepoi,WR,Ryan Grant,Ryan Grant,Tenny Palepoi,194
336,91,24,90,61,76,28,25,70,85,66,66,76,Ole Miss,59,12,Right,73,26,31,82,22,86,88,14,19,50,29,14,62,70,42,32,29,17,16,HB,11,16,30,56,29,24,27,66," $ 240,000.00 ",62,88,75,89,73,65,28,Colts,19,23,28,25,32,20," $ 2,660,009.00 ",85,81,217,0,18,1994-07-18,Mississippi,Jordan Wilkins,73,2560933,Jordan Wilkins,Jordan Wilkins,RB,Jordan Wilkins,Jordan Wilkins,Jordan Wilkins,217
337,90,26,84,79,67,60,15,55,63,56,72,65,Michigan St.,10,66,Right,71,65,51,87,21,67,88,16,15,40,13,76,10,79,35,35,35,6,79,CB,52,84,84,28,35,35,35,20," $ 1,030,000.00 ",58,91,66,95,35,62,72,Bengals,6,6,6,6,25,10," $ 9,514,000.00 ",85,15,198,4,73,1991-10-10,Michigan State,Darqueze Dennard,71,2543474,Darqueze Dennard,Darqueze Dennard,CB,Darqueze Dennard,Darqueze Dennard,Darqueze Dennard,205
338,87,23,77,46,33,68,12,32,43,31,37,39,Ball State,5,71,Right,73,87,73,86,56,41,91,14,16,10,25,43,10,65,45,44,43,6,46,RE,63,35,73,22,45,44,44,15, $ -   ,22,78,31,95,35,79,78,Falcons,6,6,6,6,22,14," $ 1,710,000.00 ",88,35,210,0,52,1994-12-18,Old Dominion,Zach Pascal,74,2558877,Zach Pascal,Anthony Winbush,WR,Zach Pascal,Zach Pascal,Anthony Winbush,214
339,87,23,84,58,74,32,22,72,69,73,79,70,Wyoming,60,10,Right,74,22,46,84,19,74,90,16,22,67,26,20,67,61,51,28,30,21,23,WR,10,17,41,64,44,20,26,63, $ -   ,78,87,69,86,51,71,27,Bears,20,24,27,24,31,19," $ 1,050,000.00 ",82,47,209,1,28,1994-12-18,Old Dominion,Zach Pascal,74,2558877,Zach Pascal,Tanner Gentry,WR,Zach Pascal,Zach Pascal,Tanner Gentry,214
340,82,30,74,81,63,12,49,47,62,52,62,48,TCU,10,10,Right,74,12,14,96,14,58,66,19,12,10,10,12,20,77,13,13,13,85,10,QB,10,10,23,25,14,14,14,30," $ 12,000,000.00 ",58,76,55,91,28,54,15,Bengals,77,82,86,83,90,88," $ 98,000,000.00 ",94,23,220,7,12,1987-10-29,Texas Christian,Andy Dalton,74,2495143,Andy Dalton,Andy Dalton,QB,Andy Dalton,Andy Dalton,Andy Dalton,220
341,89,30,94,98,93,40,27,87,76,95,93,84,Georgia,90,10,Right,76,15,45,91,18,88,97,15,19,67,25,23,91,93,28,17,20,6,25,WR,10,15,40,93,59,35,37,93," $ 15,000,000.00 ",98,90,85,96,72,72,35,Bengals,15,15,20,15,40,23," $ 60,000,000.00 ",86,67,210,7,30,1988-07-31,Georgia,A.J. Green,76,2495450,AJ Green,AJ Green,WR,A.J. Green,A.J. Green,A.J. Green,210
342,87,27,85,86,85,50,17,70,78,88,88,57,Notre Dame,75,30,Right,78,25,65,78,85,70,91,21,22,10,50,11,81,89,67,60,66,6,22,TE,20,25,39,74,72,63,71,84," $ 1,120,000.00 ",89,84,65,95,68,71,35,Bengals,6,10,15,10,40,15," $ 3,000,000.00 ",83,75,255,5,27,1990-09-08,Notre Dame,Tyler Eifert,78,2540148,Tyler Eifert,Tyler Eifert,TE,Tyler Eifert,Tyler Eifert,Tyler Eifert,255
343,78,27,64,72,63,28,60,38,71,23,37,37,USC,13,10,Right,74,12,30,87,7,61,72,25,25,10,20,15,14,69,19,15,25,79,15,QB,10,10,35,12,15,20,25,24," $ 500,000.00 ",28,73,60,95,44,63,25,Bengals,76,79,85,83,85,73," $ 2,475,000.00 ",87,32,227,5,20,1990-09-08,Notre Dame,Tyler Eifert,78,2540148,Tyler Eifert,Matt Barkley,TE,Tyler Eifert,Tyler Eifert,Matt Barkley,255
344,87,27,85,86,85,50,17,70,78,88,88,57,Notre Dame,75,30,Right,78,25,65,78,85,70,91,21,22,10,50,11,81,89,67,60,66,6,22,TE,20,25,39,74,72,63,71,84," $ 1,120,000.00 ",89,84,65,95,68,71,35,Bengals,6,10,15,10,40,15," $ 3,000,000.00 ",83,75,255,5,27,1990-09-08,Lindenwood,Pierre Desir,73,2543811,Pierre Desir,Tyler Eifert,CB,Pierre Desir,Pierre Desir,Tyler Eifert,192
345,78,27,64,72,63,28,60,38,71,23,37,37,USC,13,10,Right,74,12,30,87,7,61,72,25,25,10,20,15,14,69,19,15,25,79,15,QB,10,10,35,12,15,20,25,24," $ 500,000.00 ",28,73,60,95,44,63,25,Bengals,76,79,85,83,85,73," $ 2,475,000.00 ",87,32,227,5,20,1990-09-08,Lindenwood,Pierre Desir,73,2543811,Pierre Desir,Matt Barkley,CB,Pierre Desir,Pierre Desir,Matt Barkley,192
346,87,27,85,86,85,50,17,70,78,88,88,57,Notre Dame,75,30,Right,78,25,65,78,85,70,91,21,22,10,50,11,81,89,67,60,66,6,22,TE,20,25,39,74,72,63,71,84," $ 1,120,000.00 ",89,84,65,95,68,71,35,Bengals,6,10,15,10,40,15," $ 3,000,000.00 ",83,75,255,5,27,1990-09-08,Southern California,Matt Barkley,74,2539308,Matt Barkley,Tyler Eifert,QB,Matt Barkley,Matt Barkley,Tyler Eifert,234
347,78,27,64,72,63,28,60,38,71,23,37,37,USC,13,10,Right,74,12,30,87,7,61,72,25,25,10,20,15,14,69,19,15,25,79,15,QB,10,10,35,12,15,20,25,24," $ 500,000.00 ",28,73,60,95,44,63,25,Bengals,76,79,85,83,85,73," $ 2,475,000.00 ",87,32,227,5,20,1990-09-08,Southern California,Matt Barkley,74,2539308,Matt Barkley,Matt Barkley,QB,Matt Barkley,Matt Barkley,Matt Barkley,234
348,94,26,95,77,79,32,23,79,87,77,71,83,North Carolina,61,30,Right,69,20,37,84,25,91,83,15,23,83,39,19,69,84,65,43,48,15,15,HB,20,20,40,74,44,30,35,76," $ 4,000,000.00 ",64,91,90,94,64,63,35,Bengals,20,30,35,15,30,11," $ 10,100,000.00 ",69,52,205,5,29,1991-11-22,North Carolina,Giovani Bernard,69,2540156,Giovani Bernard,Giovani Bernard,HB,Giovani Bernard,Giovani Bernard,Giovani Bernard,205
349,86,22,83,54,67,20,71,65,68,22,31,70,Richmond,13,10,Right,74,16,12,88,17,73,76,14,18,10,10,12,16,71,14,13,15,78,17,QB,10,10,31,16,23,12,14,21," $ 700,000.00 ",18,79,59,93,33,63,25,Giants,76,82,84,82,91,77," $ 3,122,716.00 ",92,59,222,0,15,1995-11-27,Washington,John Ross,71,2558010,John Ross,Kyle Lauletta,WR,John Ross,John Ross,Kyle Lauletta,194
350,91,22,89,53,63,43,15,55,64,50,61,66,Penn State,5,46,Right,73,70,51,87,33,72,94,11,19,45,19,74,10,67,35,35,35,6,53,CB,36,77,62,15,35,35,35,15," $ 170,000.00 ",46,87,61,92,38,53,62,Cardinals,6,6,6,6,28,13," $ 2,585,742.00 ",84,25,194,0,70,1995-11-27,Washington,John Ross,71,2558010,John Ross,Christian Campbell,WR,John Ross,John Ross,Christian Campbell,194
351,76,22,64,51,12,22,12,17,29,22,36,14,Nebraska,5,16,Right,77,22,69,83,65,19,62,12,17,10,72,12,12,59,68,69,66,6,26,LT,24,10,30,18,70,71,66,17, $ -   ,15,57,15,85,26,77,36,Giants,6,6,6,6,25,14," $ 1,710,000.00 ",94,27,307,0,15,1995-11-27,Washington,John Ross,71,2558010,John Ross,Nick Gates,WR,John Ross,John Ross,Nick Gates,194
352,87,26,83,82,61,62,18,29,58,51,61,44,Notre Dame,10,56,Right,71,72,55,90,41,62,83,19,23,63,10,76,10,80,35,35,35,6,82,SS,52,64,88,15,35,35,35,15, $ -   ,50,89,60,88,57,72,72,Colts,6,6,6,6,26,13," $ 1,620,000.00 ",85,55,210,2,73,1992-07-15,Notre Dame,Matthias Farley,71,2556429,Matthias Farley,Matthias Farley,SS,Matthias Farley,Matthias Farley,Matthias Farley,209
353,90,22,86,65,71,56,16,59,64,64,67,69,Florida,11,44,Right,73,77,55,87,31,76,80,22,19,55,15,78,17,72,35,35,35,6,65,CB,35,78,81,36,35,35,35,27," $ 2,340,000.00 ",74,88,64,93,66,68,61,Colts,6,6,6,6,35,15," $ 5,783,000.00 ",83,42,213,1,76,1996-08-16,Florida,Quincy Wilson,74,2557961,Quincy Wilson,Quincy Wilson,CB,Quincy Wilson,Quincy Wilson,Quincy Wilson,193
354,93,22,86,58,59,44,10,42,63,62,67,63,Southern Miss,11,36,Right,74,82,58,89,45,67,91,15,11,55,17,69,16,69,35,35,35,15,58,FS,29,65,71,18,35,35,35,20," $ 780,000.00 ",58,94,57,89,26,53,62,49ers,10,10,15,15,23,11," $ 3,430,520.00 ",81,28,190,0,74,1996-08-16,Florida,Quincy Wilson,74,2557961,Quincy Wilson,Tarvarius Moore,CB,Quincy Wilson,Quincy Wilson,Tarvarius Moore,193
355,90,22,86,65,71,56,16,59,64,64,67,69,Florida,11,44,Right,73,77,55,87,31,76,80,22,19,55,15,78,17,72,35,35,35,6,65,CB,35,78,81,36,35,35,35,27," $ 2,340,000.00 ",74,88,64,93,66,68,61,Colts,6,6,6,6,35,15," $ 5,783,000.00 ",83,42,213,1,76,1996-08-16,Southern Mississippi,Tarvarius Moore,74,2561117,Tarvarius Moore,Quincy Wilson,DB,Tarvarius Moore,Tarvarius Moore,Quincy Wilson,200
356,93,22,86,58,59,44,10,42,63,62,67,63,Southern Miss,11,36,Right,74,82,58,89,45,67,91,15,11,55,17,69,16,69,35,35,35,15,58,FS,29,65,71,18,35,35,35,20," $ 780,000.00 ",58,94,57,89,26,53,62,49ers,10,10,15,15,23,11," $ 3,430,520.00 ",81,28,190,0,74,1996-08-16,Southern Mississippi,Tarvarius Moore,74,2561117,Tarvarius Moore,Tarvarius Moore,DB,Tarvarius Moore,Tarvarius Moore,Tarvarius Moore,200
357,89,24,93,67,68,41,12,52,63,70,70,62,Temple,37,34,Right,72,58,57,90,27,80,85,15,21,65,17,77,44,72,35,35,35,6,67,CB,22,68,61,52,35,35,35,54," $ 260,000.00 ",67,88,66,87,42,68,63,Colts,6,6,6,6,27,17," $ 2,624,000.00 ",78,32,195,1,74,1994-06-30,Temple,Nate Hairston,72,2558108,Nate Hairston,Nate Hairston,CB,Nate Hairston,Nate Hairston,Nate Hairston,185
358,92,24,92,63,60,55,15,65,62,54,58,75,Texas AM,10,35,Right,71,39,45,93,25,72,90,21,25,65,15,68,15,68,35,35,35,6,63,CB,30,68,77,32,35,35,35,25," $ 20,000.00 ",60,88,66,90,30,59,54,Saints,6,6,6,6,35,13," $ 630,000.00 ",65,24,190,3,72,1994-06-30,Temple,Nate Hairston,72,2558108,Nate Hairston,DeVante Harris,CB,Nate Hairston,Nate Hairston,De'Vante Harris,185
359,89,24,93,67,68,41,12,52,63,70,70,62,Temple,37,34,Right,72,58,57,90,27,80,85,15,21,65,17,77,44,72,35,35,35,6,67,CB,22,68,61,52,35,35,35,54," $ 260,000.00 ",67,88,66,87,42,68,63,Colts,6,6,6,6,27,17," $ 2,624,000.00 ",78,32,195,1,74,1994-06-30,Texas A&M,De'Vante Harris,5-11,2556833,DeVante Harris,Nate Hairston,CB,De'Vante Harris,De'Vante Harris,Nate Hairston,190
360,92,24,92,63,60,55,15,65,62,54,58,75,Texas AM,10,35,Right,71,39,45,93,25,72,90,21,25,65,15,68,15,68,35,35,35,6,63,CB,30,68,77,32,35,35,35,25," $ 20,000.00 ",60,88,66,90,30,59,54,Saints,6,6,6,6,35,13," $ 630,000.00 ",65,24,190,3,72,1994-06-30,Texas A&M,De'Vante Harris,5-11,2556833,DeVante Harris,DeVante Harris,CB,De'Vante Harris,De'Vante Harris,De'Vante Harris,190
361,89,23,79,63,58,73,12,29,61,63,65,44,Northwestern,6,53,Right,73,77,79,93,50,43,75,22,14,10,19,57,14,71,45,45,45,6,63,ROLB,61,45,79,18,45,45,45,24," $ 260,000.00 ",58,84,32,90,46,78,83,Colts,6,6,6,6,24,10," $ 2,621,000.00 ",96,39,245,1,59,1995-08-08,Northwestern,Anthony Walker,73,2558851,Anthony Walker Jr,Anthony Walker Jr,ILB,Anthony Walker Jr,Anthony Walker Jr,Anthony Walker Jr,230
362,89,23,79,63,58,73,12,29,61,63,65,44,Northwestern,6,53,Right,73,77,79,93,50,43,75,22,14,10,19,57,14,71,45,45,45,6,63,ROLB,61,45,79,18,45,45,45,24," $ 260,000.00 ",58,84,32,90,46,78,83,Colts,6,6,6,6,24,10," $ 2,621,000.00 ",96,39,245,1,59,1995-08-08,Fresno State,Da'Mari Scott,72,2561403,DaMari Scott,Anthony Walker Jr,WR,Da'Mari Scott,Da'Mari Scott,Anthony Walker Jr,205
363,90,23,90,62,45,42,11,51,53,53,58,61,Valdosta St.,21,50,Right,69,56,58,88,23,75,93,24,21,72,18,74,28,69,25,35,35,6,62,CB,43,64,62,40,25,35,35,38, $ -   ,58,87,71,89,48,58,55,Colts,6,6,6,6,17,10," $ 1,665,000.00 ",77,53,179,1,77,1995-08-23,Valdosta State,Kenny Moore II,69,2558976,Kenny Moore II,Kenny Moore II,CB,Kenny Moore II,Kenny Moore II,Kenny Moore II,190
364,90,23,90,62,45,42,11,51,53,53,58,61,Valdosta St.,21,50,Right,69,56,58,88,23,75,93,24,21,72,18,74,28,69,25,35,35,6,62,CB,43,64,62,40,25,35,35,38, $ -   ,58,87,71,89,48,58,55,Colts,6,6,6,6,17,10," $ 1,665,000.00 ",77,53,179,1,77,1995-08-23,Alcorn State,De'Lance Turner,5-11,2561468,DeLance Turner,Kenny Moore II,RB,De'Lance Turner,De'Lance Turner,Kenny Moore II,214
365,85,23,82,63,48,78,12,36,58,46,61,42,S.C. State,5,75,Right,74,79,75,93,53,57,90,15,21,10,24,64,5,72,45,45,45,6,63,MLB,63,43,84,15,45,45,45,15," $ 3,350,000.00 ",41,82,46,91,35,74,84,Colts,6,6,6,6,19,13," $ 7,247,924.00 ",89,36,234,0,71,1995-07-27,South Carolina State,Darius Leonard,74,2560789,Darius Leonard,Darius Leonard,LB,Darius Leonard,Darius Leonard,Darius Leonard,230
366,84,23,82,48,33,70,12,22,42,25,47,29,Iowa,5,57,Right,75,75,74,88,56,30,81,12,16,10,16,49,9,58,45,45,45,6,48,MLB,51,31,79,12,45,45,45,18, $ -   ,23,81,23,84,46,64,79,Chiefs,6,6,6,6,26,10," $ 1,710,000.00 ",82,38,233,0,58,1995-07-27,South Carolina State,Darius Leonard,74,2560789,Darius Leonard,Ben Niemann,LB,Darius Leonard,Darius Leonard,Ben Niemann,230
367,85,23,82,63,48,78,12,36,58,46,61,42,S.C. State,5,75,Right,74,79,75,93,53,57,90,15,21,10,24,64,5,72,45,45,45,6,63,MLB,63,43,84,15,45,45,45,15," $ 3,350,000.00 ",41,82,46,91,35,74,84,Colts,6,6,6,6,19,13," $ 7,247,924.00 ",89,36,234,0,71,1995-07-27,Iowa,Ben Niemann,74,2561383,Ben Niemann,Darius Leonard,LB,Ben Niemann,Ben Niemann,Darius Leonard,233
368,84,23,82,48,33,70,12,22,42,25,47,29,Iowa,5,57,Right,75,75,74,88,56,30,81,12,16,10,16,49,9,58,45,45,45,6,48,MLB,51,31,79,12,45,45,45,18, $ -   ,23,81,23,84,46,64,79,Chiefs,6,6,6,6,26,10," $ 1,710,000.00 ",82,38,233,0,58,1995-07-27,Iowa,Ben Niemann,74,2561383,Ben Niemann,Ben Niemann,LB,Ben Niemann,Ben Niemann,Ben Niemann,233
369,87,25,80,78,75,42,13,68,76,81,83,65,Rutgers,66,30,Right,78,25,64,85,81,74,84,21,22,10,49,10,71,79,56,53,55,6,22,TE,20,25,35,82,55,47,54,75," $ 600,000.00 ",77,81,69,84,72,69,35,Bengals,6,10,15,10,40,16," $ 2,400,000.00 ",62,63,250,3,25,1992-10-15,Rutgers,Tyler Kroft,78,2552586,Tyler Kroft,Tyler Kroft,TE,Tyler Kroft,Tyler Kroft,Tyler Kroft,250
370,79,25,65,71,38,67,12,21,47,23,38,36,Oklahoma,4,63,Right,78,83,86,75,97,26,81,11,17,10,36,37,8,74,45,45,45,6,71,DT,83,10,77,15,45,45,45,16," $ 1,600,000.00 ",27,67,17,72,24,89,79,Dolphins,6,6,6,6,14,11," $ 4,400,000.00 ",73,42,335,3,45,1992-10-15,Rutgers,Tyler Kroft,78,2552586,Tyler Kroft,Jordan Phillips,TE,Tyler Kroft,Tyler Kroft,Jordan Phillips,250
371,77,25,74,75,21,24,12,10,30,18,27,20,Baylor,5,18,Right,78,33,77,91,66,21,79,25,25,10,78,12,7,68,73,71,73,6,18,LG,26,10,30,15,73,73,67,17," $ 200,000.00 ",20,63,16,84,32,83,33,Browns,6,6,6,6,30,15," $ 2,540,000.00 ",92,31,320,2,15,1992-10-15,Rutgers,Tyler Kroft,78,2552586,Tyler Kroft,Spencer Drango,TE,Tyler Kroft,Tyler Kroft,Spencer Drango,250
372,89,26,92,78,70,46,14,54,55,45,70,64,Wake Forest,10,40,Right,72,64,53,84,30,70,92,15,15,60,13,70,10,74,35,35,35,6,78,CB,35,80,70,12,35,35,35,20," $ 1,390,000.00 ",55,88,60,92,25,63,64,Texans,6,6,6,6,25,10," $ 10,874,375.00 ",82,31,185,3,68,1992-05-08,Miami,Erik Swoope,76,2550405,Erik Swoope,Kevin Johnson,TE,Erik Swoope,Erik Swoope,Kevin Johnson,255
