nflId,height,weight,birthDate,collegeName,officialPosition,displayName,Madden displayName,,College from Madden,Birth Date from Madden,Check College,Check Birth date,,
41308,05-Nov,205,02/03/1992,Florida State,SS,Terrence Brooks,,,Florida State,02/03/1992,True,True,,True
41310,06-Mar,336,12/07/1991,Mississippi State,G,Gabe Jackson,,,Mississippi St.,12/07/1991,False,True,,True
41320,05-Nov,179,03/04/1990,Pittsburg State,WR,John Brown,,,Pittsburg St.,03/04/1990,False,True,,True
41321,06-Mar,315,14/06/1993,Louisiana State,G,Trai Turner,,,LSU,14/06/1993,False,True,,True
41322,06-Jun,315,25/01/1992,Miami,G,Brandon Linder,,,Miami,25/01/1992,True,True,,True
41324,06-Jun,301,15/11/1990,Michigan,G,Michael Schofield,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41325,05-Sep,205,03/05/1992,Georgia Southern,RB,Jerick McKinnon,,,Ga. Southern,03/05/1992,False,True,,True
41327,06-Apr,257,22/01/1992,California,TE,Richard Rodgers,,,California,22/01/1992,True,True,,True
41331,05-Nov,195,30/01/1992,Clemson,CB,Bashaud Breeland,,,Clemson,30/01/1992,True,True,,True
41332,05-Aug,206,15/03/1992,Florida State,RB,Devonta Freeman,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41336,06-Feb,350,27/12/1990,Louisiana Tech,DT,Justin Ellis,,,LA. Tech,27/12/1990,False,True,,True
41338,6-0,191,06/08/1991,Duke,CB,Ross Cockrell,,,Duke,06/08/1991,True,True,,True
41341,06-Apr,322,27/12/1991,Penn State,DT,DaQuan Jones,,,Penn State,17/12/1991,True,False,,False
41348,6-0,235,10/06/1992,Iowa,ILB,Anthony Hitchens,,,Iowa,10/06/1992,True,True,,True
41349,06-Jun,250,01/07/1991,Virginia Tech,TE,Logan Thomas,,,Virginia Tech,01/07/1991,True,True,,True
41356,06-Jan,192,08/09/1990,Lindenwood,CB,Pierre Desir,,,Lindenwood,08/09/1990,True,True,,True
41358,06-Feb,200,01/12/1991,North Carolina State,CB,Dontae Johnson,,,N.C. State,01/12/1991,False,True,,True
41359,05-Oct,205,03/02/1992,Wisconsin,RB,James White,,,Wisconsin,03/02/1992,True,True,,True
41361,6-0,230,07/10/1991,Boston College,OLB,Kevin Pierre-Louis,,,Boston College,07/10/1991,True,True,,True
41362,05-Sep,192,23/04/1991,Utah State,CB,Nevin Lawson,,,Utah State,23/04/1991,True,True,,True
41363,06-Jul,300,05/05/1991,Virginia,DE,Brent Urban,,,Virginia,05/05/1991,True,True,,True
41376,05-Sep,186,18/12/1991,Purdue,SS,Ricardo Allen,,,Purdue,18/12/1991,True,True,,True
41387,06-Feb,292,23/11/1991,Princeton,DT,Caraun Reid,,,Princeton,23/11/1991,True,True,,True
41390,06-Mar,301,27/07/1991,Ohio State,C,Corey Linsley,,,Ohio State,27/07/1991,True,True,,True
41403,06-Mar,256,24/06/1991,Southern California,OLB,Devon Kennard,,,USC,24/06/1991,False,True,,True
41436,06-Mar,300,12/10/1989,Boise State,C,Matt Paradis,,,Boise State,12/10/1989,True,True,,True
41448,6-0,204,28/07/1990,Ohio,CB,T.J. Carrie,,,Ohio,28/07/1990,True,True,,True
41449,06-May,310,25/02/1991,Connecticut,DE,Shamar Stephen,,,Connecticut,25/02/1991,True,True,,True
41464,06-Feb,290,11/08/1991,Illinois State,DE,Shelby Harris,,,Illinois St.,11/08/1991,False,True,,True
41475,06-Mar,305,09/10/1991,Boise State,T,Charles Leno,Charles Leno Jr,,#N/A,#N/A,#N/A,#N/A,Charles Leno Jr,Charles Leno Jr
41483,05-Nov,190,17/05/1992,Oregon,CB,Terrance Mitchell,,,Oregon,27/05/1992,True,False,,False
41500,05-Nov,205,17/10/1992,Ball State,WR,Willie Snead,Willie Snead IV,,#N/A,#N/A,#N/A,#N/A,Willie Snead IV,Willie Snead IV
41502,06-Feb,208,05/03/1990,Brigham Young,FS,Daniel Sorensen,,,BYU,05/03/1990,False,True,,True
41506,05-Sep,195,12/07/1992,Georgia State,WR,Albert Wilson,,,Georgia State,12/07/1992,True,True,,True
41532,06-May,310,17/12/1991,North Carolina,T,James Hurst,,,North Carolina,17/12/1991,True,True,,True
41563,06-Aug,328,18/07/1991,Kansas State,T,Cornelius Lucas,,,#N/A,#N/A,#N/A,#N/A,Jimmie Ward,Jimmie Ward
41595,06-Apr,332,09/05/1991,Colorado State-Pueblo,NT,Mike Pennel,,,CSU-Pueblo,09/05/1991,False,True,,True
41599,06-Jan,232,06/05/1991,South Carolina State,ILB,Joe Thomas,,,S.C. State,06/05/1991,False,True,,True
41619,06-Mar,316,06/07/1992,Texas,C,Trey Hopkins,,,Texas,06/07/1992,True,True,,True
41630,06-Mar,317,31/05/1992,Central Florida,C,Justin McCray,,,UCF,31/05/1992,False,True,,True
41665,06-Mar,310,05/05/1991,Clemson,G,Tyler Shatley,,,Clemson,05/05/1991,True,True,,True
41667,06-Jun,306,14/02/1991,James Madison,T,Josh Wells,,,J. Madison,14/02/1991,False,True,,True
41707,06-Apr,325,08/07/1991,Utah State,C,Tyler Larsen,,,Utah State,08/07/1991,True,True,,True
41712,05-Nov,224,03/04/1992,Oklahoma,RB,Damien Williams,,,Oklahoma,03/04/1992,True,True,,True
41722,06-Jun,290,17/02/1991,Stanford,DE,Josh Mauro,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41786,06-Feb,270,02/05/1991,Texas Tech,DE,Kerry Hyder,,,Texas Tech,02/05/1991,True,True,,True
41808,6-0,240,08/04/1992,San Jose State,FB,Keith Smith,,,San Jose St.,08/04/1992,False,True,,True
41915,06-Feb,250,17/11/1992,Colorado State,OLB,Shaquil Barrett,,,Colorado St.,17/11/1992,False,True,,True
41919,06-Feb,334,29/08/1990,Delaware,DT,Zach Kerr,,,Delaware,29/08/1990,True,True,,True
41939,06-Jun,325,25/10/1991,Ohio State,G,Andrew Norwell,,,Ohio State,25/10/1991,True,True,,True
41947,06-Mar,250,18/02/1991,Florida State,ILB,Christian Jones,,,Florida State,18/02/1991,True,True,,True
41959,06-Jun,330,07/07/1992,Bloomsburg,G,Matt Feiler,,,Bloomsburg,07/07/1992,True,True,,True
42030,05-Sep,183,12/07/1991,Pittsburgh,CB,K'Waun Williams,,,Pittsburgh,12/07/1991,True,True,,True
42031,06-May,285,15/07/1990,Mississippi State,DE,Denico Autry,,,Mississippi St.,15/07/1990,False,True,,True
42033,06-May,245,03/07/1991,Harvard,TE,Cameron Brate,,,Harvard,03/07/1991,True,True,,True
42051,05-Aug,170,19/03/1992,McNeese State,WR,Diontae Spencer,,,McNeese St.,19/03/1992,False,True,,True
42116,05-Nov,210,28/03/1992,Texas,SS,Adrian Phillips,,,Texas,28/03/1992,True,True,,True
42302,06-Jun,255,10/04/1992,Canisius,TE,Chris Manhertz,,,Canisius,10/04/1992,True,True,,True
42331,06-Jun,265,13/04/1992,No College,DE,Efe Obada,,,No College,13/04/1992,True,True,,True
42344,06-Apr,231,06/01/1994,Florida State,QB,Jameis Winston,,,Florida State,06/01/1994,True,True,,True
42346,06-Mar,255,03/08/1994,Florida,OLB,Dante Fowler,Younghoe Koo,,#N/A,#N/A,#N/A,#N/A,Younghoe Koo,Younghoe Koo
42347,06-Jan,211,17/06/1994,Alabama,WR,Amari Cooper,,,Alabama,17/06/1994,True,True,,True
42348,06-May,315,26/12/1991,Iowa,G,Brandon Scherff,,,Iowa,26/12/1991,True,True,,True
42349,06-May,302,20/06/1994,Southern California,DT,Leonard Williams,,,USC,20/06/1994,False,True,,True
42350,06-Mar,216,25/06/1992,West Virginia,WR,Kevin White,,,West Virginia,25/06/1992,True,True,,True
42352,06-Jun,329,25/04/1994,Miami,G,Ereck Flowers,,,Miami,25/04/1994,True,True,,True
42354,6-0,190,25/07/1992,Michigan State,CB,Trae Waynes,,,Michigan St.,25/07/1992,False,True,,True
42355,06-Feb,345,20/08/1993,Washington,NT,Danny Shelton,,,Washington,20/08/1993,True,True,,True
42356,06-Jul,316,04/11/1993,Stanford,G,Andrus Peat,,,Stanford,04/11/1993,True,True,,True
42357,06-Mar,216,20/01/1993,Louisville,WR,DeVante Parker,,,Louisville,20/01/1993,True,True,,True
42358,06-Jan,215,13/04/1993,Wisconsin,RB,Melvin Gordon,Trent Brown,,#N/A,#N/A,#N/A,#N/A,Trent Brown,Trent Brown
42360,06-Jul,292,15/11/1993,Oregon,DE,Arik Armstead,,,Oregon,15/11/1993,True,True,,True
42362,06-May,313,23/08/1992,Florida State,T,Cameron Erving,,,Florida State,23/08/1992,True,True,,True
42363,6-0,198,24/05/1993,Southern California,WR,Nelson Agholor,,,USC,24/05/1993,False,True,,True
42364,06-May,310,25/04/1992,Texas A&amp;M,T,Cedric Ogbuehi,,,Texas AM,25/04/1992,False,True,,True
42365,06-Apr,269,12/02/1993,Kentucky,OLB,Bud Dupree,,,Kentucky,12/02/1993,True,True,,True
42367,06-May,307,28/12/1993,Florida,T,D.J. Humphries,,,Florida,28/12/1993,True,True,,True
42368,6-0,230,21/04/1994,Washington,OLB,Shaq Thompson,,,Washington,21/04/1994,True,True,,True
42370,6-0,205,26/09/1992,Connecticut,CB,Byron Jones,,,Connecticut,26/09/1992,True,True,,True
42371,06-Mar,312,09/02/1992,Duke,G,Laken Tomlinson,,,Duke,09/02/1992,True,True,,True
42372,05-Oct,192,05/01/1993,Miami,WR,Phillip Dorsett,Phillip Dorsett II,,#N/A,#N/A,#N/A,#N/A,Phillip Dorsett II,Phillip Dorsett II
42375,06-Feb,320,02/02/1994,Texas,DT,Malcom Brown,,,Texas,02/02/1994,True,True,,True
42376,6-0,218,10/01/1994,Alabama,SS,Landon Collins,,,Alabama,10/01/1994,True,True,,True
42377,06-Jun,338,23/06/1993,Penn State,T,Donovan Smith,,,Penn State,23/06/1993,True,True,,True
42378,06-Mar,280,25/01/1994,Florida State,DT,Mario Edwards,,,#N/A,#N/A,#N/A,#N/A,Rayshawn Jenkins,Rayshawn Jenkins
42380,06-Jan,199,03/03/1992,Ohio State,WR,Devin Smith,,,Ohio State,03/03/1992,True,True,,True
42381,06-May,265,17/11/1992,Mississippi State,OLB,Preston Smith,,,Mississippi St.,17/11/1992,False,True,,True
42382,06-Mar,320,06/01/1994,Florida State,NT,Eddie Goldman,,,Florida State,06/01/1994,True,True,,True
42386,06-Apr,257,19/11/1992,Mississippi State,ILB,Benardrick McKinney,,,Mississippi St.,19/11/1992,False,True,,True
42388,6-0,232,29/02/1992,UCLA,ILB,Eric Kendricks,,,UCLA,29/02/1992,True,True,,True
42389,06-Jan,215,12/02/1992,Samford,SS,Jaquiski Tartt,,,Samford,18/02/1992,True,False,,False
42390,06-Jan,205,03/10/1992,Utah,SS,Eric Rowe,,,Utah,03/10/1992,True,True,,True
42391,05-Nov,240,05/12/1992,Miami,ILB,Denzel Perryman,,,Miami,05/12/1992,True,True,,True
42392,06-Jun,305,21/04/1992,Missouri,C,Mitch Morse,,,Missouri,21/04/1992,True,True,,True
42393,05-Nov,193,02/01/1994,Florida State,CB,Ronald Darby,,,Florida State,02/01/1994,True,True,,True
42395,06-Jun,341,21/09/1992,Oklahoma,DE,Jordan Phillips,,,Oklahoma,21/09/1992,True,True,,True
42397,05-Sep,203,13/06/1993,Nebraska,RB,Ameer Abdullah,,,Nebraska,13/06/1993,True,True,,True
42398,06-Apr,252,12/04/1994,Minnesota,TE,Maxx Williams,,,Minnesota,12/04/1994,True,True,,True
42400,06-Aug,328,13/05/1992,Wisconsin,T,Rob Havenstein,,,Wisconsin,13/05/1992,True,True,,True
42401,06-Mar,260,13/03/1991,Missouri,OLB,Markus Golden,,,Missouri,13/03/1991,True,True,,True
42402,06-May,315,10/03/1992,Colorado State,T,Ty Sambrailo,,,Colorado St.,10/03/1992,False,True,,True
42403,06-May,255,23/11/1992,Nebraska,DE,Randy Gregory,,,Nebraska,23/11/1992,True,True,,True
42404,06-Apr,307,17/04/1993,Hobart,G,Ali Marpet,,,Hobart,17/04/1993,True,True,,True
42406,06-Mar,260,14/06/1993,Michigan,DE,Frank Clark,,,Michigan,14/06/1993,True,True,,True
42410,06-Mar,325,03/10/1991,South Carolina,G,A.J. Cann,,,South Carolina,23/10/1991,True,False,,False
42412,05-Oct,182,28/09/1992,Kansas State,WR,Tyler Lockett,,,Kansas State,28/09/1992,True,True,,True
42416,06-Jan,210,16/04/1993,Indiana,RB,Tevin Coleman,,,Indiana,16/04/1993,True,True,,True
42419,06-Mar,205,25/10/1992,Georgia,WR,Chris Conley,,,Georgia,25/10/1992,True,True,,True
42421,6-0,196,01/06/1993,Florida State,CB,P.J. Williams,,,Florida State,01/06/1993,True,True,,True
42424,06-Mar,315,12/08/1993,Louisville,G,John Miller,,,Louisville,12/08/1993,True,True,,True
42427,06-Jan,236,27/06/1992,Texas,ILB,Jordan Hicks,,,Texas,27/06/1992,True,True,,True
42428,06-Jun,250,15/10/1992,Rutgers,TE,Tyler Kroft,,,Rutgers,15/10/1992,True,True,,True
42429,06-Jan,224,16/12/1991,Northern Iowa,RB,David Johnson,,,Northern Iowa,16/12/1991,True,True,,True
42431,06-May,252,29/10/1994,Louisiana State,DE,Danielle Hunter,,,LSU,29/10/1994,False,True,,True
42433,06-May,320,02/03/1992,Iowa,NT,Carl Davis,,,Iowa,02/03/1992,True,True,,True
42436,06-Jun,301,03/08/1991,Stanford,DE,Henry Anderson,,,Stanford,03/08/1991,True,True,,True
42437,6-0,216,22/01/1993,Stanford,WR,Ty Montgomery,,,#N/A,#N/A,#N/A,#N/A,Quandre Diggs,Quandre Diggs
42441,05-Nov,194,22/01/1993,Oregon State,CB,Steven Nelson,,,#N/A,#N/A,#N/A,#N/A,Quandre Diggs,Quandre Diggs
42443,06-Apr,318,14/11/1992,Auburn,DT,Angelo Blackson,,,Auburn,14/11/1992,True,True,,True
42444,06-Feb,265,16/08/1993,Arkansas,OLB,Trey Flowers,,,Arkansas,16/08/1993,True,True,,True
42445,06-Jun,330,31/08/1992,Oklahoma,T,Daryl Williams,,,Oklahoma,31/08/1992,True,True,,True
42448,05-Sep,177,17/06/1993,Duke,WR,Jamison Crowder,,,Duke,17/06/1993,True,True,,True
42460,06-Jun,252,07/08/1991,Oklahoma,TE,Blake Bell,,,Oklahoma,07/08/1991,True,True,,True
42465,06-Apr,272,08/09/1992,Kentucky,OLB,Za'Darius Smith,,,Kentucky,08/09/1992,True,True,,True
42467,06-Jan,227,03/08/1994,Louisiana State,OLB,Kwon Alexander,,,#N/A,#N/A,#N/A,#N/A,Younghoe Koo,Younghoe Koo
42469,05-Sep,221,19/02/1993,South Carolina,RB,Mike Davis,,,South Carolina,19/02/1993,True,True,,True
42470,6-0,243,28/05/1993,Minnesota,OLB,Damien Wilson,,,Minnesota,28/05/1993,True,True,,True
42471,06-Apr,323,10/02/1992,Miami,G,Jon Feliciano,,,Miami,10/02/1992,True,True,,True
42474,06-Jan,310,28/08/1993,Georgia Tech,G,Shaquille Mason,Shaq Mason,,#N/A,#N/A,#N/A,#N/A,Shaq Mason,Shaq Mason
42476,06-Apr,309,09/11/1991,Florida,C,Max Garcia,,,Florida,09/11/1991,True,True,,True
42477,06-Apr,310,03/05/1992,West Virginia,G,Mark Glowinski,,,West Virginia,03/05/1992,True,True,,True
42480,6-0,305,28/04/1993,Clemson,DT,Grady Jarrett,,,Clemson,28/04/1993,True,True,,True
42485,6-0,214,29/04/1993,Penn State,FS,Adrian Amos,,,Penn State,29/04/1993,True,True,,True
42486,06-Feb,243,24/03/1992,Southern Illinois,TE,MyCole Pruitt,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42488,05-Nov,192,18/08/1993,Memphis,CB,Bobby McCain,,,Memphis,18/08/1993,True,True,,True
42489,6-0,191,29/11/1993,Maryland,WR,Stefon Diggs,,,Maryland,29/11/1993,True,True,,True
42497,06-Feb,309,03/09/1992,Fresno State,DT,Tyeler Davison,,,Fresno State,03/09/1992,True,True,,True
42500,06-Jun,260,14/01/1993,Auburn,TE,C.J. Uzomah,,,Auburn,14/01/1993,True,True,,True
42503,06-Jul,250,04/06/1994,Penn State,TE,Jesse James,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42511,6-0,240,01/02/1992,Rutgers,FB,Michael Burton,,,Rutgers,01/02/1992,True,True,,True
42512,06-Feb,245,08/08/1993,Texas State,OLB,David Mayo,,,Texas State,18/08/1993,True,False,,False
42516,06-Apr,245,14/01/1992,Illinois State,TE,James O'Shaughnessy,,,Illinois St.,14/01/1992,False,True,,True
42535,06-Jan,300,01/22/1994,Arkansas,DT,Darius Philon,,,Arkansas,22/01/1994,True,False,,False
42543,05-Sep,197,22/01/1993,Texas,FS,Quandre Diggs,,,Texas,22/01/1993,True,True,,True
42547,06-Jun,255,13/09/1992,Georgia Tech,TE,Darren Waller,,,Georgia Tech,13/09/1992,True,True,,True
42553,06-Jan,298,03/10/1992,Louisiana-Lafayette,DT,Christian Ringo,,,UL Lafayette,10/03/1992,False,False,,False
42559,06-Feb,305,16/10/1993,Rice,NT,Christian Covington,,,Rice,16/10/1993,True,True,,True
42560,06-Feb,307,03/07/1993,Southern Mississippi,DT,Rakeem Nunez-Roches,,,Southern Miss,03/07/1993,False,True,,True
42565,06-Mar,300,27/11/1991,South Florida,C,Austin Reiter,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42569,06-May,310,21/08/1994,Florida State,T,Bobby Hart,,,Florida State,21/08/1994,True,True,,True
42587,06-Aug,380,13/04/1993,Florida,T,Trenton Brown,Trent Brown,,#N/A,#N/A,#N/A,#N/A,Trent Brown,Trent Brown
42589,06-Apr,260,16/09/1993,Texas,TE,Geoff Swaim,,,Texas,16/09/1993,True,True,,True
42593,06-Mar,220,26/12/1991,Northwestern,QB,Trevor Siemian,,,#N/A,#N/A,#N/A,#N/A,Brandon Scherff,Brandon Scherff
42598,06-May,340,08/03/1991,Mars Hill,G,Denzelle Good,,,Mars Hill,08/03/1991,True,True,,True
42654,06-Apr,320,26/07/1993,Louisiana State,T,La'el Collins,,,LSU,26/07/1993,False,True,,True
42667,06-Feb,315,27/07/1993,Louisiana-Lafayette,DT,Justin Hamilton,,,UL Lafayette,27/07/1993,False,True,,True
42718,05-Oct,197,09/04/1992,Purdue,RB,Raheem Mostert,,,Purdue,09/04/1992,True,True,,True
42721,06-Jun,263,22/04/1992,Texas-El Paso,TE,Eric Tomlinson,,,UTEP,22/04/1992,False,True,,True
42765,06-Apr,320,22/07/1992,Minn. State-Mankato,G,Chris Reed,,,Minnesota State,22/07/1992,False,True,,True
42771,06-Feb,234,06/04/1993,Marshall,ILB,Neville Hewitt,,,Marshall,06/04/1993,True,True,,True
42794,05-Aug,190,10/04/1993,Sacramento State,WR,DeAndre Carter,,,#N/A,#N/A,#N/A,#N/A,Eric Ebron,Eric Ebron
42810,06-Apr,318,26/10/1991,Kansas State,C,B.J. Finney,,,Kansas State,26/10/1991,True,True,,True
42816,05-Nov,184,29/08/1991,Oregon,CB,Troy Hill,,,Oregon,29/08/1991,True,True,,True
42818,06-Apr,209,17/02/1992,Wisconsin-Whitewater,WR,Jake Kumerow,,,Wisc-Whitewater,17/02/1992,False,True,,True
42826,06-Jan,292,29/12/1992,Clemson,DT,DeShawn Williams,,,Clemson,29/12/1992,True,True,,True
42827,05-Nov,190,27/03/1993,Tennessee,CB,Justin Coleman,,,Tennessee,27/03/1993,True,True,,True
42830,06-Jan,202,09/10/1991,Virginia,FS,Anthony Harris,,,Virginia,04/06/1992,True,False,,False
42831,06-Jan,210,03/15/1993,Old Dominion,QB,Taylor Heinicke,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42837,05-Nov,222,15/05/1993,Texas,RB,Malcolm Brown,,,Texas,15/05/1993,True,True,,True
42869,06-Jan,254,27/06/1993,Stanford,OLB,James Vaughters,,,Stanford,27/06/1993,True,True,,True
42883,06-Mar,300,10/07/1992,Georgia,C,David Andrews,,,Georgia,10/07/1992,True,True,,True
42887,06-Feb,220,08/06/1993,Auburn,OLB,Brandon King,,,#N/A,#N/A,#N/A,#N/A,Joel Heath,Joel Heath
42899,05-Sep,180,27/01/1993,South Carolina,WR,Damiere Byrd,,,South Carolina,27/01/1993,True,True,,True
42901,06-Jan,208,25/07/1992,James Madison,SS,Dean Marlowe,,,J. Madison,25/07/1992,False,True,,True
42924,06-Jun,325,15/09/1991,Idaho,T,Jesse Davis,,,Idaho,15/09/1991,True,True,,True
42929,06-Feb,242,07/12/1993,Montana State,OLB,Alex Singleton,,,Montana State,07/12/1993,True,True,,True
42935,05-Sep,188,23/10/1991,Rice,CB,Bryce Callahan,,,Rice,23/10/1991,True,True,,True
42952,06-May,310,05/06/1992,Appalachian State,T,Kendall Lamm,,,Appalach. St.,05/06/1992,False,True,,True
42954,06-Apr,310,23/04/1992,Toledo,C,Greg Mancz,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
43010,05-Nov,195,24/06/1993,Clemson,WR,Adam Humphries,,,Clemson,24/06/1993,True,True,,True
43045,06-Apr,330,07/08/1991,West Virginia,G,Quinton Spain,,,West Virginia,07/08/1991,True,True,,True
43062,06-Jan,240,15/08/1991,Cal Poly,ILB,Nick Dzubnar,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
43079,06-May,247,26/05/1992,James Madison,TE,Daniel Brown,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
43090,06-Apr,205,12/02/1992,Western Oregon,WR,Tyrell Williams,,,Western Oregon,12/02/1992,True,True,,True
43206,06-Jun,248,09/01/1993,Penn State,TE,Ross Travis,Marcus Peters,,#N/A,#N/A,#N/A,#N/A,Marcus Peters,Marcus Peters
43290,06-Apr,223,14/10/1994,California,QB,Jared Goff,,,California,14/10/1994,True,True,,True
43291,06-May,237,30/12/1992,North Dakota State,QB,Carson Wentz,,,North Dakota St.,30/12/1992,False,True,,True
43292,06-May,280,11/07/1995,Ohio State,OLB,Joey Bosa,,,Ohio State,11/07/1995,True,True,,True
43293,6-0,228,22/07/1995,Ohio State,RB,Ezekiel Elliott,,,Ohio State,22/07/1995,True,True,,True
43294,06-Jan,208,24/10/1994,Florida State,CB,Jalen Ramsey,,,Florida State,24/10/1994,True,True,,True
43295,06-Jun,315,18/03/1994,Notre Dame,T,Ronnie Stanley,,,Notre Dame,18/03/1994,True,True,,True
43296,06-Jul,300,17/03/1994,Oregon,DT,DeForest Buckner,,,Oregon,17/03/1994,True,True,,True
43297,06-Jun,308,17/08/1994,Michigan State,T,Jack Conklin,,,Michigan St.,17/08/1994,False,True,,True
43298,06-May,240,08/09/1992,Georgia,OLB,Leonard Floyd,,,Georgia,08/09/1992,True,True,,True
43299,06-Jan,203,09/08/1995,Ohio State,CB,Eli Apple,,,Ohio State,09/08/1995,True,True,,True
43300,05-Oct,204,03/06/1995,Florida,CB,Vernon Hargreaves,Vernon Hargreaves III,,#N/A,#N/A,#N/A,#N/A,Vernon Hargreaves III,Vernon Hargreaves III
43301,06-Feb,305,02/04/1994,Louisville,DT,Sheldon Rankins,,,Louisville,02/04/1994,True,True,,True
43302,06-May,313,02/08/1994,Mississippi,T,Laremy Tunsil,,,Ole Miss,02/08/1994,False,True,,True
43303,05-Oct,200,08/09/1993,West Virginia,SS,Karl Joseph,,,West Virginia,08/09/1993,True,True,,True
43306,06-Jan,216,26/07/1995,Florida,MLB,Keanu Neal,,,Florida,26/07/1995,True,True,,True
43307,06-Apr,309,30/05/1993,Alabama,C,Ryan Kelly,,,Alabama,30/05/1993,True,True,,True
43308,06-Mar,267,17/06/1994,Clemson,DE,Shaq Lawson,,,Clemson,17/06/1994,True,True,,True
43310,6-0,184,16/04/1994,Notre Dame,WR,Will Fuller,Will Fuller V,,#N/A,#N/A,#N/A,#N/A,Will Fuller V,Will Fuller V
43312,06-Feb,215,14/06/1995,Mississippi,WR,Laquon Treadwell,,,#N/A,#N/A,#N/A,#N/A,Jaylon Smith,Jaylon Smith
43313,6-0,196,27/10/1992,Houston,CB,William Jackson,William Jackson III,,#N/A,#N/A,#N/A,#N/A,William Jackson III,William Jackson III
43316,06-Mar,314,04/10/1995,UCLA,NT,Kenny Clark,,,UCLA,04/10/1995,True,True,,True
43318,06-Apr,296,09/19/1994,Mississippi,DT,Robert Nkemdiche,,,Ole Miss,19/09/1994,False,False,,False
43319,06-Apr,330,14/06/1994,Louisiana Tech,DT,Vernon Butler,Vernon Butler Jr,,#N/A,#N/A,#N/A,#N/A,Vernon Butler Jr,Vernon Butler Jr
43320,06-May,325,02/06/1994,Texas A&amp;M,T,Germain Ifedi,,,Texas AM,02/06/1994,False,True,,True
43321,06-Apr,275,06/11/1993,Oklahoma State,DE,Emmanuel Ogbah,,,Oklahoma St.,06/11/1993,False,True,,True
43323,06-Feb,245,14/06/1995,Notre Dame,MLB,Jaylon Smith,,,Notre Dame,14/06/1995,True,True,,True
43324,06-May,250,07/12/1994,Arkansas,TE,Hunter Henry,,,Arkansas,07/12/1994,True,True,,True
43325,06-Jan,244,03/09/1995,UCLA,MLB,Myles Jack,,,UCLA,03/09/1995,True,True,,True
43326,06-Jun,308,03/07/1994,Mississippi State,DT,Chris Jones,,,Mississippi St.,03/07/1994,False,True,,True
43327,06-Jan,200,04/07/1993,Baylor,CB,Xavien Howard,,,Baylor,04/07/1993,True,True,,True
43329,05-Oct,201,10/02/1993,Oklahoma,WR,Sterling Shepard,,,Oklahoma,10/02/1993,True,True,,True
43330,06-Feb,252,23/09/1993,Alabama,ILB,Reggie Ragland,,,Alabama,24/09/1993,True,False,,False
43332,06-Apr,314,08/05/1994,Penn State,NT,Austin Johnson,,,Penn State,08/05/1994,True,True,,True
43333,06-May,287,11/05/1994,Illinois,OLB,Jihad Ward,,,Illinois,11/03/1994,True,False,,False
43334,06-Mar,247,04/01/1994,Alabama,RB,Derrick Henry,,,Alabama,04/01/1994,True,True,,True
43335,06-Apr,330,21/03/1995,Alabama,DT,A'Shawn Robinson,,,Alabama,21/03/1995,True,True,,True
43337,06-Jun,301,17/05/1994,Indiana,T,Jason Spriggs,,,#N/A,#N/A,#N/A,#N/A,Alex Armah Jr,Alex Armah Jr
43338,06-Mar,306,16/12/1992,Alabama,DT,Jarran Reed,,,Alabama,16/12/1993,True,False,,False
43341,06-Jan,227,04/11/1994,Louisiana State,ILB,Deion Jones,,,LSU,04/11/1994,False,True,,True
43343,05-Oct,192,12/11/1993,Clemson,CB,Mackensie Alexander,,,Clemson,12/11/1993,True,True,,True
43344,06-Feb,203,15/11/1994,Pittsburgh,WR,Tyler Boyd,,,Pittsburgh,15/11/1994,True,True,,True
43345,06-Mar,309,11/07/1992,Kansas State,G,Cody Whitehair,,,Kansas State,11/07/1992,True,True,,True
43346,06-Mar,215,15/03/1995,Clemson,CB,T.J. Green,,,Clemson,15/03/1995,True,True,,True
43347,06-Jan,202,23/10/1993,Maryland,FS,Sean Davis,,,Maryland,23/10/1993,True,True,,True
43350,05-Nov,205,12/12/1994,Ohio State,SS,Vonn Bell,,,Ohio State,12/12/1994,True,True,,True
43351,06-Jan,212,04/08/1993,Samford,CB,James Bradberry,James Bradberry IV,,#N/A,#N/A,#N/A,#N/A,James Bradberry IV,James Bradberry IV
43352,06-Apr,287,23/09/1992,Georgia Tech,DE,Adam Gotsis,,,Georgia Tech,23/09/1992,True,True,,True
43353,05-Nov,212,17/08/1993,Middle Tennessee,FS,Kevin Byard,,,Mid Tenn St.,17/08/1993,False,True,,True
43354,06-Jul,275,12/04/1993,Penn State,DE,Carl Nassib,,,Penn State,12/04/1993,True,True,,True
43356,06-Feb,308,08/04/1995,Nebraska,DT,Maliek Collins,,,Nebraska,08/04/1995,True,True,,True
43358,06-Feb,246,31/03/1995,Maryland,DE,Yannick Ngakoue,,,Maryland,31/03/1995,True,True,,True
