, Signing Bonus , Total Salary ,Acceleration,Age,Agility,Awareness,BC Vision,Block Shedding,Break Sack,Break Tackle,Carrying,Catch,Catch in Traffic,College,Deep Route Running,Elusiveness,Finesse Moves,Handedness,Height,Hit Power,Impact Blocking,Injury,Jersey #,Juke Move,Jumping,Kick Accuracy,Kick Power,Kick Return,Lead Block,Man Coverage,Medium Route Running,Overall,Pass Block,Pass Block Finesse,Pass Block Power,Play Recognition,Playaction,Position,Power Moves,Press,Pursuit,Release,Run Block,Run Block Finesse,Run Block Power,Short Route Runing,Spec. Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw Under Pressure,Throw on the Run,Toughness,Trucking,Weight,Years Pro,Zone Coverage,birthDate,collegeName,displayName,height,nflId,nopunctuationname_x,nopunctuationname_y,position,updatedName,updatedName2_x,updatedName2_y,weight
581," $ 2,690,000.00 "," $ 6,260,000.00 ",89,21,87,83,66,62,14,49,75,79,62,Utah,10,64,41,Right,73,79,57,90,43,76,97,20,20,59,12,81,14,84,35,35,35,83,6,FS,33,65,85,18,35,35,35,24,66,87,63,93,45,70,76,Saints,6,6,6,25,18,6,82,42,195,1,81,1996-09-08,Utah,Marcus Williams,73,2558847,Marcus Williams,Marcus Williams,FS,Marcus Williams,Marcus Williams,Marcus Williams,195
582," $ 160,000.00 "," $ 2,580,637.00 ",90,22,91,47,78,23,27,72,75,76,80,Clemson,75,82,10,Right,73,28,55,92,8,76,81,13,17,50,29,17,75,68,44,25,27,22,21,WR,10,10,32,78,54,35,37,78,77,91,62,90,60,50,47,Colts,34,25,29,47,25,22,91,52,210,0,13,1996-09-08,Utah,Marcus Williams,73,2558847,Marcus Williams,Deon Cain,FS,Marcus Williams,Marcus Williams,Deon Cain,195
583, $ -   ," $ 2,914,000.00 ",89,25,87,86,80,33,22,77,73,89,81,Clemson,75,78,10,Right,71,15,45,87,10,78,83,30,25,84,25,10,81,79,25,10,10,19,6,WR,10,15,39,74,52,30,35,85,78,88,74,88,51,65,28,Buccaneers,6,10,15,33,20,10,66,41,195,3,16,1993-06-24,Clemson,Adam Humphries,71,2553895,Adam Humphries,Adam Humphries,WR,Adam Humphries,Adam Humphries,Adam Humphries,195
584, $ -   ," $ 1,200,000.00 ",89,25,76,57,28,66,12,10,47,51,36,Illinois,5,16,74,Right,76,78,80,85,57,31,76,25,15,10,20,52,9,67,45,45,45,57,6,ROLB,65,36,73,15,45,45,45,15,29,83,18,85,24,76,77,Titans,6,6,6,16,10,6,84,33,275,1,59,1993-06-24,Clemson,Adam Humphries,71,2553895,Adam Humphries,Gimel President,WR,Adam Humphries,Adam Humphries,Gimel President,195
585," $ 5,000,000.00 "," $ 15,000,000.00 ",92,30,87,85,58,62,17,57,65,65,62,Florida State,38,67,35,Right,71,49,52,87,21,76,86,16,25,45,12,85,45,83,35,35,35,85,6,CB,46,85,76,15,35,35,35,55,65,88,55,91,22,60,65,Saints,6,6,6,22,15,6,69,15,191,8,87,1987-09-07,Florida State,Patrick Robinson,71,2508084,Patrick Robinson,Patrick Robinson,CB,Patrick Robinson,Patrick Robinson,Patrick Robinson,191
586, $ -   ," $ 33,500,000.00 ",92,31,96,85,91,35,22,84,70,90,84,California,88,89,10,Left,70,12,45,84,11,92,87,30,30,88,25,15,82,85,30,20,23,20,6,WR,10,15,35,76,28,10,13,84,89,93,90,97,45,47,22,Buccaneers,6,10,15,40,28,10,72,42,175,10,35,1986-12-01,California,DeSean Jackson,70,1581,DeSean Jackson,DeSean Jackson,WR,DeSean Jackson,DeSean Jackson,DeSean Jackson,175
587," $ 120,000.00 "," $ 2,250,000.00 ",85,29,79,82,25,42,10,30,60,65,45,California,10,45,50,Right,74,71,64,93,23,60,83,20,20,10,19,66,13,73,35,35,35,82,10,FS,47,77,65,12,35,35,35,15,70,86,55,85,35,65,63,Buccaneers,10,10,10,25,20,10,77,49,203,7,73,1989-02-23,California,Chris Conte,6-2,2495272,Chris Conte,Chris Conte,SS,Chris Conte,Chris Conte,Chris Conte,203
588," $ 5,000,000.00 "," $ 50,250,000.00 ",90,28,87,92,35,88,12,10,60,77,15,Nebraska,5,25,64,Right,73,86,88,97,54,35,88,12,14,10,28,74,5,95,45,45,45,92,6,ROLB,58,55,95,25,45,45,45,15,15,86,25,97,39,77,93,Buccaneers,6,6,6,15,14,6,89,26,233,6,85,1990-01-23,Nebraska,Lavonte David,73,2532828,Lavonte David,Lavonte David,OLB,Lavonte David,Lavonte David,Lavonte David,233
589," $ 250,000.00 "," $ 790,000.00 ",86,27,80,74,42,70,12,17,55,55,45,FAU,5,32,57,Right,73,75,67,89,53,55,82,21,22,15,17,54,5,69,45,45,45,74,6,MLB,64,49,77,15,45,45,45,15,35,86,45,82,42,78,79,Buccaneers,6,6,6,25,17,6,76,49,230,4,65,1990-09-21,Florida Atlantic,Adarius Taylor,72,2550565,Adarius Taylor,Adarius Glanton,MLB,Adarius Taylor,Adarius Taylor,Adarius Glanton,230
590," $ 2,070,000.00 "," $ 11,949,979.00 ",92,24,94,96,94,42,23,93,86,72,62,Georgia,43,89,14,Left,73,45,44,81,30,90,89,15,19,77,46,10,51,92,55,32,37,15,15,HB,11,12,44,55,44,35,36,58,65,92,83,92,89,70,41,Rams,35,35,35,34,26,25,89,84,227,3,20,1994-08-03,Louisiana State,Kwon Alexander,73,2552592,Kwon Alexander,Todd Gurley II,MLB,Kwon Alexander,Kwon Alexander,Todd Gurley II,227
591," $ 13,200,000.00 "," $ 20,000,000.00 ",88,24,84,76,50,68,12,35,55,52,49,Florida,4,45,81,Right,75,86,82,85,56,45,82,22,21,10,12,41,8,81,45,45,45,76,6,LE,69,42,81,28,45,45,45,15,44,85,52,82,45,73,82,Jaguars,6,6,6,25,16,6,77,55,255,3,50,1994-08-03,Louisiana State,Kwon Alexander,73,2552592,Kwon Alexander,Dante Fowler Jr,MLB,Kwon Alexander,Kwon Alexander,Dante Fowler Jr,227
592," $ 400,000.00 "," $ 2,400,000.00 ",90,24,83,87,39,68,12,20,50,68,30,LSU,5,35,55,Right,73,86,83,84,58,60,86,20,20,15,23,70,5,80,45,45,45,87,6,MLB,64,57,82,15,45,45,45,15,35,87,55,88,41,79,81,Buccaneers,6,6,6,27,13,6,84,50,227,3,78,1994-08-03,Louisiana State,Kwon Alexander,73,2552592,Kwon Alexander,Kwon Alexander,MLB,Kwon Alexander,Kwon Alexander,Kwon Alexander,227
593," $ 2,070,000.00 "," $ 11,949,979.00 ",92,24,94,96,94,42,23,93,86,72,62,Georgia,43,89,14,Left,73,45,44,81,30,90,89,15,19,77,46,10,51,92,55,32,37,15,15,HB,11,12,44,55,44,35,36,58,65,92,83,92,89,70,41,Rams,35,35,35,34,26,25,89,84,227,3,20,1994-08-03,Georgia,Todd Gurley,73,2552475,Todd Gurley II,Todd Gurley II,RB,Todd Gurley II,Todd Gurley II,Todd Gurley II,224
594," $ 13,200,000.00 "," $ 20,000,000.00 ",88,24,84,76,50,68,12,35,55,52,49,Florida,4,45,81,Right,75,86,82,85,56,45,82,22,21,10,12,41,8,81,45,45,45,76,6,LE,69,42,81,28,45,45,45,15,44,85,52,82,45,73,82,Jaguars,6,6,6,25,16,6,77,55,255,3,50,1994-08-03,Georgia,Todd Gurley,73,2552475,Todd Gurley II,Dante Fowler Jr,RB,Todd Gurley II,Todd Gurley II,Dante Fowler Jr,224
595," $ 400,000.00 "," $ 2,400,000.00 ",90,24,83,87,39,68,12,20,50,68,30,LSU,5,35,55,Right,73,86,83,84,58,60,86,20,20,15,23,70,5,80,45,45,45,87,6,MLB,64,57,82,15,45,45,45,15,35,87,55,88,41,79,81,Buccaneers,6,6,6,27,13,6,84,50,227,3,78,1994-08-03,Georgia,Todd Gurley,73,2552475,Todd Gurley II,Kwon Alexander,RB,Todd Gurley II,Todd Gurley II,Kwon Alexander,224
596," $ 2,070,000.00 "," $ 11,949,979.00 ",92,24,94,96,94,42,23,93,86,72,62,Georgia,43,89,14,Left,73,45,44,81,30,90,89,15,19,77,46,10,51,92,55,32,37,15,15,HB,11,12,44,55,44,35,36,58,65,92,83,92,89,70,41,Rams,35,35,35,34,26,25,89,84,227,3,20,1994-08-03,Florida,Dante Fowler Jr.,75,2553431,Dante Fowler Jr,Todd Gurley II,OLB,Dante Fowler Jr.,Dante Fowler Jr,Todd Gurley II,255
597," $ 13,200,000.00 "," $ 20,000,000.00 ",88,24,84,76,50,68,12,35,55,52,49,Florida,4,45,81,Right,75,86,82,85,56,45,82,22,21,10,12,41,8,81,45,45,45,76,6,LE,69,42,81,28,45,45,45,15,44,85,52,82,45,73,82,Jaguars,6,6,6,25,16,6,77,55,255,3,50,1994-08-03,Florida,Dante Fowler Jr.,75,2553431,Dante Fowler Jr,Dante Fowler Jr,OLB,Dante Fowler Jr.,Dante Fowler Jr,Dante Fowler Jr,255
598," $ 400,000.00 "," $ 2,400,000.00 ",90,24,83,87,39,68,12,20,50,68,30,LSU,5,35,55,Right,73,86,83,84,58,60,86,20,20,15,23,70,5,80,45,45,45,87,6,MLB,64,57,82,15,45,45,45,15,35,87,55,88,41,79,81,Buccaneers,6,6,6,27,13,6,84,50,227,3,78,1994-08-03,Florida,Dante Fowler Jr.,75,2553431,Dante Fowler Jr,Kwon Alexander,OLB,Dante Fowler Jr.,Dante Fowler Jr,Kwon Alexander,255
599," $ 8,500,000.00 "," $ 14,100,000.00 ",91,23,94,69,73,50,16,71,70,75,55,Florida,11,81,41,Right,70,54,49,88,28,82,90,17,18,76,19,79,16,77,10,34,33,69,6,CB,35,81,70,27,14,34,33,26,60,90,71,91,33,67,66,Buccaneers,6,6,6,27,11,6,83,29,205,2,77,1995-06-03,Florida,Vernon Hargreaves III,70,2555299,Vernon Hargreaves III,Vernon Hargreaves III,CB,Vernon Hargreaves III,Vernon Hargreaves III,Vernon Hargreaves III,204
600," $ 1,930,000.00 "," $ 5,213,000.00 ",91,23,90,66,55,62,10,44,66,72,59,Texas AM,21,59,44,Right,73,88,59,87,21,68,95,25,25,80,14,63,26,71,35,35,35,66,15,FS,35,61,78,27,35,35,35,36,62,87,62,92,46,75,73,Buccaneers,10,10,15,30,16,15,88,64,195,1,59,1995-08-26,Texas A&M,Justin Evans,72,2557945,Justin Evans,Justin Evans,SS,Justin Evans,Justin Evans,Justin Evans,199
601," $ 1,930,000.00 "," $ 5,213,000.00 ",91,23,90,66,55,62,10,44,66,72,59,Texas AM,21,59,44,Right,73,88,59,87,21,68,95,25,25,80,14,63,26,71,35,35,35,66,15,FS,35,61,78,27,35,35,35,36,62,87,62,92,46,75,73,Buccaneers,10,10,15,30,16,15,88,64,195,1,59,1995-08-26,Stanford,Solomon Thomas,75,2558018,Solomon Thomas,Justin Evans,DE,Solomon Thomas,Solomon Thomas,Justin Evans,280
602," $ 660,000.00 "," $ 3,018,000.00 ",90,22,83,77,81,37,18,71,87,66,54,Oklahoma,42,66,10,Right,71,42,52,86,32,77,80,22,20,52,54,15,50,76,55,32,37,21,15,HB,10,10,42,41,54,37,44,57,52,87,67,87,83,87,38,Redskins,19,23,28,31,17,15,79,92,236,1,13,1995-09-16,North Carolina,M.J. Stewart,71,2560884,MJ Stewart Jr,Samaje Perine,CB,M.J. Stewart Jr,M.J. Stewart Jr,Samaje Perine,205
603," $ 1,770,000.00 "," $ 5,083,174.00 ",89,22,87,61,63,53,17,56,63,65,63,North Carolina,10,65,40,Right,72,69,58,93,36,74,84,11,10,76,14,82,15,73,35,35,35,61,6,CB,32,85,76,20,35,35,35,25,58,88,63,92,37,66,67,Buccaneers,6,6,6,25,10,6,86,36,200,0,75,1995-09-16,North Carolina,M.J. Stewart,71,2560884,MJ Stewart Jr,MJ Stewart Jr,CB,M.J. Stewart Jr,M.J. Stewart Jr,M.J. Stewart Jr,205
604," $ 660,000.00 "," $ 3,018,000.00 ",90,22,83,77,81,37,18,71,87,66,54,Oklahoma,42,66,10,Right,71,42,52,86,32,77,80,22,20,52,54,15,50,76,55,32,37,21,15,HB,10,10,42,41,54,37,44,57,52,87,67,87,83,87,38,Redskins,19,23,28,31,17,15,79,92,236,1,13,1995-09-16,Oklahoma,Samaje Perine,71,2558138,Samaje Perine,Samaje Perine,RB,Samaje Perine,Samaje Perine,Samaje Perine,240
605," $ 1,770,000.00 "," $ 5,083,174.00 ",89,22,87,61,63,53,17,56,63,65,63,North Carolina,10,65,40,Right,72,69,58,93,36,74,84,11,10,76,14,82,15,73,35,35,35,61,6,CB,32,85,76,20,35,35,35,25,58,88,63,92,37,66,67,Buccaneers,6,6,6,25,10,6,86,36,200,0,75,1995-09-16,Oklahoma,Samaje Perine,71,2558138,Samaje Perine,MJ Stewart Jr,RB,Samaje Perine,Samaje Perine,M.J. Stewart Jr,240
606," $ 21,000,000.00 "," $ 36,500,000.00 ",73,39,63,99,51,26,36,34,62,38,15,Purdue,13,31,10,Right,72,12,26,97,9,70,52,35,21,10,16,17,15,91,25,20,20,32,90,QB,10,10,25,15,21,16,16,15,15,69,35,95,25,53,26,Saints,81,89,97,90,97,82,96,20,209,17,21,1979-01-15,Purdue,Drew Brees,72,2504775,Drew Brees,Drew Brees,QB,Drew Brees,Drew Brees,Drew Brees,209
607," $ 200,000.00 "," $ 2,000,000.00 ",88,28,78,66,82,33,12,41,84,58,65,SMU,37,56,35,Right,73,45,70,92,42,73,79,19,19,67,91,15,45,73,67,42,47,20,10,FB,30,20,48,65,70,57,61,55,60,83,74,86,77,67,44,Saints,10,15,20,35,16,10,91,85,233,5,20,1990-04-26,Southern Methodist,Zach Line,73,2539303,Zach Line,Zach Line,FB,Zach Line,Zach Line,Zach Line,233
608," $ 100,000.00 "," $ 1,353,000.00 ",83,28,64,75,60,19,38,34,54,25,15,Pittsburgh,12,39,10,Right,76,12,18,86,12,52,68,18,15,10,10,13,14,71,12,12,12,25,72,QB,10,10,12,15,18,18,18,15,15,74,48,90,42,64,19,Saints,72,76,81,93,82,77,76,48,230,4,19,1990-04-26,Southern Methodist,Zach Line,73,2539303,Zach Line,Tom Savage,FB,Zach Line,Zach Line,Tom Savage,233
609," $ 2,500,000.00 "," $ 6,800,000.00 ",87,28,83,78,65,44,15,55,69,84,78,Idaho State,63,54,10,Right,77,15,65,89,89,64,87,20,20,30,50,15,68,81,71,69,70,20,15,TE,10,15,46,76,73,72,71,73,82,83,65,81,64,70,35,Saints,14,17,19,40,15,16,67,67,250,5,20,1990-05-21,Idaho State,Josh Hill,77,2541834,Josh Hill,Josh Hill,TE,Josh Hill,Josh Hill,Josh Hill,250
610," $ 1,920,000.00 "," $ 5,118,000.00 ",92,25,91,97,86,22,23,81,78,95,89,Ohio State,89,78,11,Right,75,15,45,90,13,88,90,22,23,25,25,16,90,91,40,14,15,16,6,WR,11,16,19,89,56,31,38,93,92,89,79,88,81,75,27,Saints,6,10,15,24,22,10,82,57,212,2,18,1993-03-03,Ohio State,Michael Thomas,75,2556370,Michael Thomas,Michael Thomas,WR,Michael Thomas,Michael Thomas,Michael Thomas,212
611," $ 970,000.00 "," $ 3,868,000.00 ",93,23,93,82,86,29,24,90,86,74,75,Tennessee,68,92,12,Right,70,33,39,85,41,93,92,16,21,83,41,18,76,88,41,23,27,18,26,HB,11,17,34,76,34,28,29,83,76,90,84,86,83,70,29,Saints,23,28,32,38,15,33,78,85,215,1,24,1995-07-25,Tennessee,Alvin Kamara,70,2558019,Alvin Kamara,Alvin Kamara,RB,Alvin Kamara,Alvin Kamara,Alvin Kamara,215
612," $ 810,000.00 "," $ 3,508,897.00 ",90,22,86,64,83,30,20,75,77,81,79,UCF,75,70,10,Right,74,25,49,92,4,82,89,14,18,55,29,10,77,72,33,24,27,15,15,WR,10,15,35,71,59,30,35,79,84,89,74,93,78,68,34,Saints,10,10,15,35,18,15,87,64,210,0,18,1996-01-07,Central Florida,Tre'Quan Smith,74,2560878,TreQuan Smith,Trequan Smith,WR,Tre'Quan Smith,Tre'Quan Smith,Tre'quan Smith,210
613," $ 590,000.00 "," $ 2,880,000.00 ",89,24,87,72,66,55,10,48,61,67,41,NC Central,11,58,27,Right,72,53,55,88,29,74,87,17,18,65,15,74,16,73,10,34,33,72,6,CB,24,68,82,27,14,34,33,26,44,90,59,89,29,71,61,Buccaneers,6,6,6,27,12,6,74,28,190,2,69,1993-09-07,North Carolina Central,Ryan Smith,71,2555552,Ryan Smith,Ryan Smith,CB,Ryan Smith,Ryan Smith,Ryan Smith,190
614," $ 640,000.00 "," $ 1,355,000.00 ",82,37,74,88,76,42,18,62,75,88,81,Georgia,67,53,10,Right,75,25,68,85,82,84,85,14,18,6,53,15,73,80,64,60,63,15,6,TE,10,25,62,75,54,47,53,77,83,79,78,84,68,72,42,Saints,6,10,15,20,15,10,88,72,251,14,13,1980-12-18,Georgia,Benjamin Watson,75,2506122,Benjamin Watson,Benjamin Watson,TE,Benjamin Watson,Benjamin Watson,Benjamin Watson,255
615," $ 3,000,000.00 "," $ 7,500,000.00 ",92,33,93,82,96,39,22,87,78,86,78,Ohio State,87,91,10,Right,71,25,40,90,19,95,87,15,13,87,20,10,85,82,25,19,19,26,6,WR,10,30,44,75,54,31,36,83,83,93,93,95,32,45,35,Saints,6,10,15,40,24,10,50,40,180,11,20,1985-04-12,Ohio State,Ted Ginn,71,2507166,Ted Ginn Jr,Ted Ginn Jr,WR,Ted Ginn Jr,Ted Ginn Jr,Ted Ginn Jr,180
616, $ -   ," $ 1,665,000.00 ",83,24,66,53,15,25,12,7,20,26,15,Iowa,5,13,10,Right,77,36,79,86,74,14,79,13,14,10,80,9,5,66,71,69,72,15,6,LG,10,10,23,15,76,75,75,15,15,63,10,79,10,82,38,Patriots,6,6,6,12,10,6,86,25,315,1,14,1993-12-25,Northwestern,Austin Carr,73,2558928,Austin Carr,Cole Croston,WR,Austin Carr,Austin Carr,Cole Croston,195
617, $ -   ," $ 1,672,500.00 ",89,24,93,61,64,32,23,77,60,81,77,Northwestern,63,79,10,Right,73,48,52,88,80,82,81,16,20,73,32,18,69,65,38,12,12,20,37,WR,10,15,37,55,47,23,29,68,74,86,77,89,57,57,48,Saints,44,48,49,55,26,47,85,57,195,1,26,1993-12-25,Northwestern,Austin Carr,73,2558928,Austin Carr,Austin Carr,WR,Austin Carr,Austin Carr,Austin Carr,195
618," $ 1,650,000.00 "," $ 4,835,000.00 ",90,21,92,73,73,49,10,58,67,78,64,Florida,16,68,45,Right,72,67,51,90,31,78,76,17,20,60,11,76,23,74,35,35,35,73,6,CB,29,77,77,30,35,35,35,33,68,87,73,96,33,61,63,Lions,6,6,6,35,15,6,76,28,201,1,72,1996-12-31,Auburn,Carlton Davis,73,2561039,Carlton Davis,Teez Tabor,CB,Carlton Davis,Carlton Davis,Teez Tabor,206
619," $ 1,270,000.00 "," $ 4,393,158.00 ",89,21,81,63,56,51,15,48,65,63,59,Auburn,10,58,35,Right,73,57,52,89,33,67,82,15,19,40,19,78,15,71,35,35,35,63,6,CB,24,79,69,23,35,35,35,20,56,88,58,92,27,61,60,Buccaneers,6,6,6,26,13,6,88,29,203,0,73,1996-12-31,Auburn,Carlton Davis,73,2561039,Carlton Davis,Carlton Davis,CB,Carlton Davis,Carlton Davis,Carlton Davis,206
620," $ 690,000.00 "," $ 3,240,000.00 ",85,25,77,82,18,75,12,10,30,28,14,S.C. State,3,15,82,Right,74,80,82,89,79,16,82,17,17,9,32,18,5,80,44,45,44,82,6,DT,71,13,80,15,45,45,46,13,16,75,17,84,25,88,79,Steelers,6,6,6,23,11,6,88,29,305,2,26,1993-02-07,Memphis,Alan Cross,6-1,2556508,Alan Cross,Javon Hargrave,TE,Alan Cross,Alan Cross,Javon Hargrave,235
621," $ 400,000.00 "," $ 2,400,000.00 ",87,25,77,75,35,75,12,16,55,60,15,Minnesota,5,31,50,Right,73,83,79,88,57,35,87,20,20,10,19,49,5,73,45,45,45,75,6,LOLB,61,55,82,15,45,45,45,15,25,81,40,83,42,74,81,Cowboys,6,6,6,30,15,6,85,42,243,3,55,1993-05-28,"Laval, Can.",Antony Auclair,78,2559044,Antony Auclair,Damien Wilson,TE,Antony Auclair,Antony Auclair,Damien Wilson,256
622," $ 580,000.00 "," $ 2,870,000.00 ",88,25,81,67,50,77,12,28,53,58,32,Clemson,5,43,49,Right,73,83,73,89,93,58,83,10,12,10,13,49,5,72,45,45,45,67,6,MLB,59,49,82,25,45,45,45,15,30,83,59,86,44,84,85,Giants,6,6,6,14,17,6,85,31,242,2,59,1993-05-28,"Laval, Can.",Antony Auclair,78,2559044,Antony Auclair,BJ Goodson,TE,Antony Auclair,Antony Auclair,B.J. Goodson,256
623, $ -   ," $ 1,665,000.00 ",87,25,82,58,68,42,12,67,64,71,74,Laval,52,62,26,Right,77,42,65,86,82,68,81,18,29,10,50,15,57,65,54,48,53,18,12,TE,33,21,52,58,54,43,53,62,65,76,65,85,72,77,46,Buccaneers,12,12,12,33,10,12,87,70,256,1,25,1993-05-28,"Laval, Can.",Antony Auclair,78,2559044,Antony Auclair,Antony Auclair,TE,Antony Auclair,Antony Auclair,Antony Auclair,256
624," $ 400,000.00 "," $ 2,400,000.00 ",87,25,77,75,35,75,12,16,55,60,15,Minnesota,5,31,50,Right,73,83,79,88,57,35,87,20,20,10,19,49,5,73,45,45,45,75,6,LOLB,61,55,82,15,45,45,45,15,25,81,40,83,42,74,81,Cowboys,6,6,6,30,15,6,85,42,243,3,55,1993-05-28,Minnesota,Damien Wilson,72,2552686,Damien Wilson,Damien Wilson,OLB,Damien Wilson,Damien Wilson,Damien Wilson,243
625," $ 580,000.00 "," $ 2,870,000.00 ",88,25,81,67,50,77,12,28,53,58,32,Clemson,5,43,49,Right,73,83,73,89,93,58,83,10,12,10,13,49,5,72,45,45,45,67,6,MLB,59,49,82,25,45,45,45,15,30,83,59,86,44,84,85,Giants,6,6,6,14,17,6,85,31,242,2,59,1993-05-28,Minnesota,Damien Wilson,72,2552686,Damien Wilson,BJ Goodson,OLB,Damien Wilson,Damien Wilson,B.J. Goodson,243
626, $ -   ," $ 1,665,000.00 ",87,25,82,58,68,42,12,67,64,71,74,Laval,52,62,26,Right,77,42,65,86,82,68,81,18,29,10,50,15,57,65,54,48,53,18,12,TE,33,21,52,58,54,43,53,62,65,76,65,85,72,77,46,Buccaneers,12,12,12,33,10,12,87,70,256,1,25,1993-05-28,Minnesota,Damien Wilson,72,2552686,Damien Wilson,Antony Auclair,OLB,Damien Wilson,Damien Wilson,Antony Auclair,243
627," $ 400,000.00 "," $ 1,100,000.00 ",83,27,74,79,65,44,12,41,76,79,72,Stanford,53,34,10,Right,80,15,72,79,87,60,84,19,22,10,57,15,58,73,55,51,54,16,6,TE,10,10,41,76,72,71,66,63,77,76,63,86,72,74,52,Lions,6,10,15,30,16,10,75,72,265,5,20,1991-07-30,Iowa State,A.J. Klein,73,2539982,AJ Klein,Levine Toilolo,OLB,A.J. Klein,A.J. Klein,Levine Toilolo,240
628," $ 4,000,000.00 "," $ 18,900,000.00 ",88,27,74,82,65,70,12,30,70,71,60,Iowa State,6,45,49,Right,73,73,83,91,53,44,77,15,14,10,23,50,10,71,45,45,45,82,6,LOLB,61,52,77,25,45,45,45,20,45,83,45,94,50,67,78,Saints,6,6,6,20,15,6,87,54,240,5,62,1991-07-30,Iowa State,A.J. Klein,73,2539982,AJ Klein,AJ Klein,OLB,A.J. Klein,A.J. Klein,A.J. Klein,240
629," $ 400,000.00 "," $ 1,100,000.00 ",83,27,74,79,65,44,12,41,76,79,72,Stanford,53,34,10,Right,80,15,72,79,87,60,84,19,22,10,57,15,58,73,55,51,54,16,6,TE,10,10,41,76,72,71,66,63,77,76,63,86,72,74,52,Lions,6,10,15,30,16,10,75,72,265,5,20,1991-07-30,Stanford,Levine Toilolo,80,2540203,Levine Toilolo,Levine Toilolo,TE,Levine Toilolo,Levine Toilolo,Levine Toilolo,268
630," $ 4,000,000.00 "," $ 18,900,000.00 ",88,27,74,82,65,70,12,30,70,71,60,Iowa State,6,45,49,Right,73,73,83,91,53,44,77,15,14,10,23,50,10,71,45,45,45,82,6,LOLB,61,52,77,25,45,45,45,20,45,83,45,94,50,67,78,Saints,6,6,6,20,15,6,87,54,240,5,62,1991-07-30,Stanford,Levine Toilolo,80,2540203,Levine Toilolo,AJ Klein,TE,Levine Toilolo,Levine Toilolo,A.J. Klein,268
631," $ 3,200,000.00 "," $ 6,800,000.00 ",82,24,62,85,10,88,12,10,40,39,35,Texas,3,10,62,Right,74,75,87,92,90,10,79,11,11,10,37,20,7,82,45,45,45,85,6,DT,78,10,81,15,45,45,45,15,40,71,10,69,25,85,83,Patriots,6,6,6,10,14,6,73,24,320,3,29,1994-02-02,Arkansas,Jonathan Williams,72,2555227,Jonathan Williams,Malcom Brown,RB,Jonathan Williams,Jonathan Williams,Malcom Brown,217
632, $ -   ," $ 555,000.00 ",76,24,55,51,15,33,12,6,20,23,17,West Virginia,5,11,10,Right,77,29,72,87,77,17,70,14,21,11,73,12,7,63,71,70,71,10,6,LT,10,13,36,15,74,74,69,17,15,62,12,83,22,86,30,Packers,6,6,6,27,10,6,76,28,313,1,17,1994-02-02,Arkansas,Jonathan Williams,72,2555227,Jonathan Williams,Adam Pankey,RB,Jonathan Williams,Jonathan Williams,Adam Pankey,217
633, $ -   ," $ 17,143,000.00 ",88,26,82,90,31,87,12,10,42,33,24,Boise State,4,20,87,Right,75,83,83,86,90,35,83,19,19,10,13,52,8,91,45,45,45,90,6,LE,93,44,88,20,45,45,45,15,25,80,32,86,38,86,85,Cowboys,6,6,6,25,14,6,86,44,265,4,63,1992-04-28,Central Florida,Blake Bortles,77,2543477,Blake Bortles,DeMarcus Lawrence,QB,Blake Bortles,Blake Bortles,DeMarcus Lawrence,236
634," $ 140,000.00 "," $ 705,000.00 ",81,26,71,74,24,77,12,10,40,32,10,Florida,2,15,69,Right,74,80,85,74,91,35,75,11,19,10,15,15,3,75,45,45,45,74,6,RE,79,10,82,12,45,45,45,10,12,75,35,85,40,83,79,Rams,6,6,6,28,15,6,75,35,263,4,25,1992-04-28,Central Florida,Blake Bortles,77,2543477,Blake Bortles,Dominique Easley,QB,Blake Bortles,Blake Bortles,Dominique Easley,236
635, $ -   ," $ 17,143,000.00 ",88,26,82,90,31,87,12,10,42,33,24,Boise State,4,20,87,Right,75,83,83,86,90,35,83,19,19,10,13,52,8,91,45,45,45,90,6,LE,93,44,88,20,45,45,45,15,25,80,32,86,38,86,85,Cowboys,6,6,6,25,14,6,86,44,265,4,63,1992-04-28,Florida,Dominique Easley,6-2,2543487,Dominique Easley,DeMarcus Lawrence,OLB,Dominique Easley,Dominique Easley,DeMarcus Lawrence,263
636," $ 140,000.00 "," $ 705,000.00 ",81,26,71,74,24,77,12,10,40,32,10,Florida,2,15,69,Right,74,80,85,74,91,35,75,11,19,10,15,15,3,75,45,45,45,74,6,RE,79,10,82,12,45,45,45,10,12,75,35,85,40,83,79,Rams,6,6,6,28,15,6,75,35,263,4,25,1992-04-28,Florida,Dominique Easley,6-2,2543487,Dominique Easley,Dominique Easley,OLB,Dominique Easley,Dominique Easley,Dominique Easley,263
637," $ 3,120,000.00 "," $ 6,790,000.00 ",86,25,78,80,72,40,18,58,69,87,79,Washington,67,56,10,Right,77,12,68,83,88,68,87,15,25,10,57,15,72,81,66,60,65,17,15,TE,10,10,42,84,60,59,52,75,83,86,66,82,68,74,45,Jaguars,17,18,19,35,10,20,74,71,262,4,17,1992-09-29,Washington,Austin Seferian-Jenkins,6-5,2543683,Austin SeferianJenkins,Austin SeferianJenkins,TE,Austin Seferian-Jenkins,Austin Seferian-Jenkins,Austin Seferian-Jenkins,262
